Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Inger,Svensson,Storstigen 37,Ängelholm,96124,Sverige,SE,19871225-8883,+46,009-10 02 76,1987-12-25,True
Gunnar,Olsson,Nygatan 356,Karlskoga,95650,Sverige,SE,19540419-7829,+46,034-32 57 43,1954-04-19,True
Kristina,Eriksson,Åkervägen 122,Umeå,29301,Sverige,SE,19690803-1964,+46,0762-19 82 27,1969-08-03,True
Janet,Frederick,Gonzales Park 4021,Andreaborough,53392,Danmark,DK,19970724-7018,+45,+1-566-328-6968x43988,1997-07-24,True
Lisa,Peters,Cynthia Way 9409,Gayfort,59008,Danmark,DK,19970309-4581,+45,001-906-281-4169x3470,1997-03-09,True
Hillevi,Hallberg,Skogsvägen 082,Örebro,56678,Sverige,SE,19850217-9110,+46,0115-252 26,1985-02-17,True
Wendy,Price,Lisa Crossing 11860,East Allisonburgh,30908,Danmark,DK,19450604-1609,+45,(731)629-4444x25331,1945-06-04,True
Verner,Berglund,Gengatan 3,Uppsala,64249,Sverige,SE,19750620-9516,+46,+46 (0)8 287 976 50,1975-06-20,True
Erik,Johannessen,Sørensenløkka 1,Mariefjell,5713,Norge,NO,19801224-4711,+45,+4704553596,1980-12-24,True
Lindsay,Robinson,Rogers Divide 991,Lake Justin,41941,Danmark,DK,19770917-2517,+45,6152777878,1977-09-17,True
Märta,Karlsson,Aspgatan 0,Nyköping,76990,Sverige,SE,19430411-9037,+46,086-67 62 23,1943-04-11,True
Johannes,Fredriksen,Lienbakken 8,Christensen,9125,Norge,NO,19450506-4658,+47,97821374,1945-05-06,True
Philip,Medina,Petty Coves 3156,West Stephaniechester,49861,Danmark,DK,19970905-7567,+45,(376)331-0522x482,1997-09-05,True
Karin,Berglund,Järnvägsgatan 9,Halmstad,78042,Sverige,SE,19760609-0217,+46,019-59 90 82,1976-06-09,True
Gustav,Petersson,Åkerstigen 26,Ängelholm,42753,Sverige,SE,19640114-8358,+46,+46 (0)022 381 66,1964-01-14,True
Ingrid,Mattsson,Nyvägen 2,Borås,73352,Sverige,SE,19840508-5059,+46,+46 (0)02 80 50 85,1984-05-08,True
Leif,Hagström,Skoltorget 633,Nyköping,25536,Sverige,SE,19440327-8101,+46,091-72 60 63,1944-03-27,True
Egil,Rasmussen,Myhrevollen 7,Tonjevær,4827,Norge,NO,19651224-0059,+47,34029306,1965-12-24,True
Susanne,Johansson,Strandtorget 3,Göteborg,26667,Sverige,SE,19931130-0824,+46,08-52 78 73,1993-11-30,True
Erik,Löfgren,Fabriksstigen 566,Halmstad,96054,Sverige,SE,19601004-7527,+46,08-93 78 10,1960-10-04,True
Paul,Flores,Victoria Locks 760,Andersonmouth,29748,Danmark,DK,19960810-5118,+45,580-902-5531,1996-08-10,True
Kristina,Holmström,Skoltorget 058,Uddevalla,54419,Sverige,SE,19531118-4698,+47,08-554 028 38,1953-11-18,True
Gro,Paulsen,Eliassenstubben 494,Lenegrunn,0056,Norge,NO,19680225-5162,+47,+47 69 68 82 74,1968-02-25,True
Marie,Ljungberg,Fabriksgatan 82,Jönköping,81911,Sverige,SE,19531023-8299,+46,040-654 02 55,1953-10-23,True
Anna,Stenberg,Parkgatan 8,Borås,23168,Sverige,SE,19620105-5375,+46,093-92 29 80,1962-01-05,True
Gustav,Andersson,Skogsgatan 7,Uddevalla,61087,Sverige,SE,19520523-3060,+46,0247-864 11,1952-05-23,True
Lennart,Lundqvist,Gentorget 3,Karlstad,43931,Sverige,SE,19581009-8084,+46,08-640 992 76,1958-10-09,True
Ingrid,Karlsson,Parkstigen 7,Sandviken,84765,Sverige,SE,19650730-4039,+46,+46 (0)8 015 296 95,1965-07-30,True
Ingemar,Magnusson,Fabriksgatan 942,Nyköping,74442,Sverige,SE,19480525-6093,+46,059-497 97 27,1948-05-25,True
Tore,Gundersen,Brekkesvingen 2,Simonsen,6372,Norge,NO,19630914-3107,+47,900 91 710,1963-09-14,True
Venla,Salminen,Ormuskuja 2,Soini,39602,Finland,FI,19511113-248Y,+358,0972163712,1951-11-13,True
Valdemar,Hansson,Fabriksgatan 370,Örnsköldsvik,68922,Sverige,SE,19990920-4091,46,08-833 296 16,1999-09-20,True
Charlotte,Andersson,Strandvägen 9,Lidingö,70335,Sverige,SE,19420426-1948,+46,+46 (0)201 587 19,1942-04-26,True
Marius,Ødegård,Kristensenflata 2,Gunnarstrøm,9511,Norge,NO,19440524-7304,+47,75263678,1944-05-24,True
Terje,Aasen,Nilsenspranget 38D,Amundsen,0004,Norge,NO,19650610-6809,+47,49550376,1965-06-10,True
Leif,Johnsen,Solbergholtet 959,Hildeø,3416,Norge,NO,19560827-3539,+47,41896769,1956-08-27,True
Erik,Andersson,Parktorget 157,Halmstad,15460,Sverige,SE,19450430-9985,+46,+46 (0)8 805 207 28,1945-04-30,True
Artur,Andersson,Bäckvägen 82,Karlskoga,93539,Sverige,SE,19580112-4221,+46,08-083 00 76,1958-01-12,True
Magdalena,Karlsson,Åkergatan 389,Växjö,12459,Sverige,SE,19950827-2630,+46,044-88 23 18,1995-08-27,True
Terje,Sivertsen,Hauglandeggen 98F,Sebastianhamn,2724,Norge,NO,19850523-7642,+47,451 63 066,1985-05-23,True
Linda,Andersson,Storvägen 45,Lund,60497,Sverige,SE,19890618-7435,+46,+46 (0)55 29 09 10,1989-06-18,True
Anna,Lundkvist,Backvägen 33,Malmö,83753,Sverige,SE,19410611-7661,+46,039-848 46 70,1941-06-11,True
Elizabeth,Tran,Heidi Route 9892,Heathview,68513,Danmark,DK,19510130-6408,+45,876-810-7747,1951-01-30,True
Heidi,Aasen,Bakkenstranda 3G,Irenesand,7561,Norge,NO,19441023-9701,+47,02849177,1944-10-23,True
Evert,Wahlström,Skogsgränd 5,Västerås,62519,Sverige,SE,19890925-4709,+46,0913-66 06 61,1989-09-25,True
Ann,Bøe,Ruudbråten 6A,Johannesstrøm,6544,Norge,NO,19400326-6121,+45,438 15 280,1940-03-26,True
Per,Magnusson,Strandtorget 703,Stockholm,40260,Sverige,SE,19510801-3797,+46,070-38 98 47,1951-08-01,True
Janne,Arnesen,Hellandåsen 82,Hannenes,9642,Norge,NO,19820203-2191,47,+4746081439,1982-02-03,True
Birgitta,Svensson,Kyrkgatan 13,Umeå,55475,Sverige,SE,19760117-1238,+46,08-370 94 45,1976-01-17,True
Elin,Gustavsson,Skolgatan 031,Landskrona,79691,Sverige,SE,19850512-6792,+46,056-03 84 02,1985-05-12,True
Turid,Fredriksen,Arnesenbakken 5,Anneodden,3587,Norge,NO,19641121-6039,+47,46240194,1964-11-21,True
Lene,Paulsen,Knutsengata 3,Espenstrøm,0927,Norge,NO,19830626-8201,+47,90424528,1983-06-26,True
Ulla,Eriksson,Trädgårdsvägen 531,Sundsvall,61085,Sverige,SE,19400716-6713,+46,0666-83 64 85,1940-07-16,True
Elisabeth,Eriksson,Stationsgränd 00,Landskrona,11767,Sverige,SE,19521213-3237,+46,08-503 29 57,1952-12-13,True
Erik,Strand,Granvägen 7,Varberg,88859,Sverige,SE,19990331-3776,+46,+46 (0)80 14 87 18,1999-03-31,True
Rune,Johansson,Björktorget 9,Uppsala,81980,Sverige,SE,20000103-0224,+46,007-104 83 37,2000-01-03,True
Lena,Davidsson,Järnvägsgatan 322,Mölndal,25644,Sverige,SE,19571014-6523,+46,026-363 06 59,1957-10-14,True
Susan,Smith,Diana Underpass 2041,Lake Ericchester,06786,Danmark,DK,19840629-6644,+45,944-284-8405,1984-06-29,True
Mathias,Bakken,Knutsenholtet 207,Annebø,0782,Norge,NO,19491223-1139,+47,97 52 65 58,1949-12-23,True
Berit,Andersson,Villagränd 58,Göteborg,93350,Sverige,SE,19660207-9868,+46,08-351 03 92,1966-02-07,True
Benny,Sjögren,Fabriksgränd 6,Linköping,99405,Sverige,SE,19690705-0690,+46,+46 (0)853 983 03,1969-07-05,True
Teemu,Seppälä,Elimäenkuja 2,Utajärvi,39524,Finland,FI,19660619-105V,+358,+358 433154594,1966-06-19,True
Jens,Knudsen,Karlsenmoen 01,Bøe,7956,Norge,NO,19550111-5829,+47,90742159,1955-01-11,True
Eija,Puhakka,Runoilijantie 9,Rautavaara,43632,Finland,FI,19710831-332F,+358,(+358) 965332067,1971-08-31,True
Pierre,Bergström,Järnvägsstigen 3,Skellefteå,54338,Sverige,SE,19590718-9036,+46,0336-782 64,1959-07-18,True
Reijo,Henriksson,Tuohikoivuntie 574,Toholampi,41213,Finland,FI,19951218-2046,+47,088 509 0946,1995-12-18,True
Tommy,Johansson,Kvarngränd 782,Eskilstuna,28732,Sverige,SE,19661111-2907,+46,+46 (0)8 025 245 49,1966-11-11,True
Anette,Söderberg,Aspstigen 06,Skövde,61495,Sverige,SE,19730610-2113,+46,08-578 08 28,1973-06-10,True
Vincent,Cole,Gerald Keys 469,Seanborough,48694,Danmark,DK,19580425-0842,45,001-455-387-3947x1768,1958-04-25,True
Ruth,Vik,Bakkenringen 02,Arnesund,6930,Norge,NO,19760203-8082,+47,90363065,1976-02-03,True
Birgitta,Adolfsson,Furustigen 888,Örebro,75931,Sverige,SE,19810224-7364,+46,077-655 34 90,1981-02-24,True
Tor,Jakobsen,Ahmedvollen 7,Edvardsen,7334,Norge,NO,19970603-5768,+47,+4718605112,1997-06-03,True
Dagmar,Nilsson,Åkerstigen 0,Trelleborg,80670,Sverige,SE,19781231-2334,+46,067-425 86 24,1978-12-31,True
Torbjörn,Sundqvist,Industrivägen 5,Gävle,15086,Sverige,SE,19621215-1474,+46,08-19 17 50,1962-12-15,True
Sofia,Lundberg,Industrigatan 25,Helsingborg,40538,Sverige,SE,19601202-4105,+46,+46 (0)216 066 75,1960-12-02,True
Irma,Lundqvist,Skolgatan 32,Örnsköldsvik,53404,Sverige,SE,19960909-7506,+46,08-193 05 58,1996-09-09,True
Steinar,Lund,Isaksenlunden 38,Eide,4977,Norge,NO,19691025-5838,+47,57 85 10 61,1969-10-25,True
Hege,Sørensen,Hellandhaugen 5,Solheim,3956,Norge,NO,19750501-0591,+47,926 34 997,1975-05-01,True
Trine,Madsen,Andresenstien 7,Solheim,2349,Norge,NO,19910112-1626,+47,61492998,1991-01-12,True
Ingrid,Knutsen,Knudsenløkka 41,Leneø,6898,Norge,NO,19610901-8562,+47,99 58 01 73,1961-09-01,True
Leif,Carlsson,Aspgränd 667,Södertälje,29688,Sverige,SE,19620222-7374,+46,+46 (0)077 011 80,1962-02-22,True
Lars,Berg,Storgatan 543,Alingsås,45718,Sverige,SE,19480112-1573,+46,021-35 70 23,1948-01-12,True
Helge,Aasen,Hansenberget 07B,Ødegård,6757,Norge,NO,19461118-3069,+47,05 25 63 29,1946-11-18,True
Björn,Olofsson,Fabrikstorget 12,Kristianstad,79628,Sverige,SE,19610717-5429,+46,+46 (0)220 195 29,1961-07-17,True
Tiffany,Johnson,Peterson Alley 72677,Davidfort,10395,Danmark,DK,19910501-5326,+45,933-604-7971x91145,1991-05-01,True
Michelle,Cooley,Lee Square 647,Summersport,06129,Danmark,DK,19880722-7164,+45,001-493-713-1698x721,1988-07-22,True
Dana,Hayes,Billy Ports 60538,South Catherine,45554,Danmark,DK,19850401-0877,+45,+1-433-611-3522x2634,1985-04-01,True
Pål,Andresen,Mikkelsenlyngen 2,Jennyberg,7298,Norge,NO,19740910-8308,+47,65 02 14 71,1974-09-10,True
Arne,Adolfsson,Fabrikstorget 653,Jönköping,54247,Sverige,SE,19700124-5591,+46,022-078 10 49,1970-01-24,True
Maria,Jonsson,Backstigen 82,Karlstad,63636,Sverige,SE,19870328-2966,+46,08-970 65 12,1987-03-28,True
Linnéa,Borg,Granstigen 207,Lidingö,93778,Sverige,SE,19921230-1112,+46,002-153 42 62,1992-12-30,True
Erik,Svensson,Kvarnvägen 009,Helsingborg,99799,Sverige,SE,19681207-8146,+46,073-61 36 19,1968-12-07,True
Elisabeth,Sjögren,Ringvägen 585,Västerås,10618,Sverige,SE,19670511-5252,+46,0460-68 01 05,1967-05-11,True
Philip,Eriksson,Aspgatan 656,Örebro,37821,Sverige,SE,19870911-6567,+46,+46 (0)8 775 386 23,1987-09-11,True
Pierre,Andersson,Fabriksstigen 533,Landskrona,50067,Sverige,SE,19810922-0706,+46,08-87 90 92,1981-09-22,True
Courtney,Ramirez,Gordon Circles 36644,Port Mary,00700,Danmark,DK,19690123-5009,+45,5775575615,1969-01-23,True
Kauko,Jäntti,Louhikkotie 7,Föglö,92486,Finland,FI,19830105-458B,+358,+358 55 9801710,1983-01-05,True
Sarah,Jackson,Duffy Parkway 78470,East Deborah,68098,Danmark,DK,19980220-1689,+45,(928)796-9727x831,1998-02-20,True
Holly,Schneider,Bryan Tunnel 237,East Tiffanybury,99833,Danmark,DK,19740615-7627,+45,8427363571,1974-06-15,True
Jan,Halvorsen,Knutsenstubben 1,Berntsen,7867,Norge,NO,19400114-5598,+47,45215400,1940-01-14,True
Ingemar,Sjöberg,Industrivägen 18,Helsingborg,57653,Sverige,SE,19461121-4087,+46,+46 (0)8 736 523 93,1946-11-21,True
Joshua,Owen,Blankenship Light 845,Guzmanfort,03380,Danmark,DK,19900201-0784,+45,+1-710-992-9671x95424,1990-02-01,True
Ulla,Nordin,Genvägen 76,Helsingborg,10836,Sverige,SE,19560320-4815,+46,003-66 37 09,1956-03-20,True
Henna,Jääskeläinen,Puusepänpolku 75,Rautavaara,05975,Finland,FI,19590415-161Y,+358,(+358) 561897238,1959-04-15,True
Tony,Chavez,Powers Skyway 265,North Patrick,10145,Danmark,DK,19531112-1292,+45,5544580344,1953-11-12,True
Gustav,Karlsson,Grangatan 93,Södertälje,19171,Sverige,SE,19631020-1296,+46,08-417 71 77,1963-10-20,True
Reidun,Tangen,Mikkelsenhøgda 9B,Rasmussen,4382,Norge,NO,19781207-8024,+47,33 10 01 43,1978-12-07,True
Johan,Nyberg,Ekstigen 15,Falun,70069,Sverige,SE,19611006-6051,+46,0133-882 01,1961-10-06,True
Yngve,Johansson,Skolgränd 2,Gävle,73402,Sverige,SE,19720324-7099,+46,+46 (0)8 580 405 86,1972-03-24,True
Solveig,Larsson,Bäcktorget 1,Malmö,42058,Sverige,SE,19520916-7848,+46,0096-42 90 41,1952-09-16,True
Torbjørn,Larsen,Haugkollen 86,Ritafjell,1534,Norge,NO,19480303-0704,+47,78968480,1948-03-03,True
Gunnar,Ruud,Johnseneggen 72,Thorøy,9056,Norge,NO,19890911-6265,+47,52 16 91 62,1989-09-11,True
Johanna,Ljung,Industristigen 805,Göteborg,32842,Sverige,SE,19470718-3312,+46,0119-969 28,1947-07-18,True
Jarmo,Laiho,Dosentinkatu 564,Hankasalmi,10162,Finland,FI,19950812-8447,+358,092 369 4204,1995-08-12,True
Åsa,Augustsson,Storgatan 6,Malmö,46552,Sverige,SE,19551206-8875,+46,098-42 19 92,1955-12-06,True
Eirik,Martinsen,Strømhagen 90,Erikgrunn,3832,Norge,NO,19801204-6209,+47,60140559,1980-12-04,True
Aleksandra,Nevalainen,Eerik Pyhän bulevardi 90,Ypäjä,80704,Finland,FI,19400513-330K,+358,+358 470820349,1940-05-13,True
Ingegerd,Rosén,Idrottstorget 048,Gävle,31094,Sverige,SE,19650203-8000,+46,+46 (0)8 241 506 79,1965-02-03,True
Erik,Berglund,Ringvägen 73,Norrköping,68908,Sverige,SE,19521014-1404,+46,08-792 16 28,1952-10-14,True
Ann-Charlotte,Johansson,Industrigränd 50,Karlskrona,81923,Sverige,SE,19491019-4330,+46,009-697 32 96,1949-10-19,True
Cathrine,Knudsen,Iversenstubben 66,Kristoffersen,0076,Norge,NO,19620609-4695,+47,474 10 850,1962-06-09,True
Johanna,Lindgren,Aspgatan 479,Linköping,49699,Sverige,SE,19781128-9129,+46,0772-84 75 66,1978-11-28,True
Ebba,Höglund,Järnvägsvägen 40,Kalmar,56487,Sverige,SE,19440514-7250,+46,08-293 122 63,1944-05-14,True
Terri,Potts,Cervantes Turnpike 375,West Amanda,85791,Danmark,DK,19970526-9139,+45,651-252-9269x07839,1997-05-26,True
Heidi,Hänninen,Ilveskuja 240,Pello,40706,Finland,FI,19621006-4883,+358,(+358) 138279752,1962-10-06,True
Erling,Ali,Nilsenbakken 3E,Holm,7522,Norge,NO,19800610-6571,+47,98957389,1980-06-10,True
Hans,Gulbrandsen,Pedersenhagen 4,Berge,0512,Norge,NO,19820109-0970,+47,66 04 75 73,1982-01-09,True
Christopher,Burke,Abbott Route 8493,Russellstad,06255,Danmark,DK,19611014-8651,+45,+1-999-853-2431x55470,1961-10-14,True
George,Stewart,Mitchell Place 269,Andrewburgh,08099,Danmark,DK,19980415-5130,+45,244.621.6852,1998-04-15,True
Jan,Andersson,Kvarngatan 852,Skellefteå,56718,Sverige,SE,19461001-1874,+46,08-43 07 78,1946-10-01,True
Marita,Lehtinen,Runebergintie 147,Kempele,74735,Finland,FI,19491219-045P,+358,(+358) 134108390,1949-12-19,True
Jon,Helland,Arnesenvika 41,Larssund,4034,Nirge,NO,19960219-8457,+47,+47 17 35 78 82,1996-02-19,True
Carina,Andersson,Gengatan 1,Västerås,29129,Sverige,SE,19531011-9175,+46,091-92 60 44,1953-10-11,True
Anna-Liisa,Saarinen,Maakuja 463,Naantali,75925,Finland,FI,19840609-651D,+358,084 123 2422,1984-06-09,True
Monica,Blom,Asptorget 82,Karlskoga,17762,Sverige,SE,19420705-3003,+46,035-24 93 06,1942-07-05,True
Axel,Bengtsson,Skolgatan 01,Lidköping,97544,Sverige,SE,19720128-5214,+46,071-931 53 75,1972-01-28,True
Inga,Berglund,Parkstigen 789,Malmö,63102,Sverige,SE,19460817-7407,+46,08-40 93 89,1946-08-17,True
Silje,Johansen,Rasmussengjerdet 2,Lie,7056,Norge,NO,19701126-1051,+47,466 43 541,1970-11-26,True
Matias,Virtanen,Degermosankuja 24,Isojoki,33067,Finlandw,FI,19610922-0425,+358,0858978899,1961-09-22,True
Jackie,Sparks,Randy Highway 025,Jerryborough,49602,Danmark,DK,19750910-3656,+45,(437)855-7191x216,1975-09-10,True
Hege,Sørensen,Mathisenmarka 9B,Sanderstrøm,1765,Norge,NO,19420722-6253,+47,95720832,1942-07-22,True
Sven,Nilsson,Fabriksvägen 80,Sundsvall,66984,rverige,SE,19970518-7759,+46,+46 (0)8 503 870 77,1997-05-18,True
Mary,Scott,Ball Expressway 8240,Kristibury,11584,Danmark,DK,19880628-8269,+45,(517)867-1731x6559,1988-06-28,True
Therese,Pettersson,Asptorget 427,Norrköping,80770,Sverige,SE,19920427-8869,+46,08-092 02 10,1992-04-27,True
Marianne,Karlsson,Nytorget 94,Malmö,18273,Sverige,SE,20000508-7364,+46,0245-137 42,2000-05-08,True
Michael,Edwards,Li Court 421,North Christopher,75847,Danmark,DK,19430407-9048,+45,833-283-4702,1943-04-07,True
Linus,Andersson,Industrigatan 94,Skövde,85153,Sverige,SE,19420214-8075,+46,+46 (0)631 395 09,1942-02-14,True
Sandra,Pettersson,Ringgatan 09,Karlskrona,63139,Sverige,SE,19970401-3745,+46,059-14 82 55,1997-04-01,True
Joshua,Miller,Michael Turnpike 6261,South Scotthaven,08619,Danmark,DK,19801202-2190,+45,(499)568-3154x65959,1980-12-02,True
Marianne,Thomassen,Brekkeekra 09A,Strøm,5542,Norge,NO,19600415-1892,+47,96656295,1960-04-15,True
Annelie,Danielsson,Kvarnvägen 67,Borlänge,94242,Sverige,SE,19541225-8671,+46,08-723 147 87,1954-12-25,True
Kristine,Bond,Melissa Port 69135,Kingbury,75595,Danmark,DK,19980215-9247,+45,(278)567-4044x21280,1998-02-15,True
Jan,Eklund,Backvägen 18,Motala,98327,Sverige,SE,19401229-1969,+46,0156-85 62 82,1940-12-29,True
Emil,Olsson,Villavägen 27,Malmö,10378,Sverige,SE,19680915-9769,+46,+46 (0)8 198 105 48,1968-09-15,True
Mari,Bengtsson,Kyrkogatan 36,Uddevalla,70144,Sverige,SE,19400403-2656,+46,0022-36 73 82,1940-04-03,True
David,Morales,Jason Village 518,South Nicoletown,66694,Norge,DK,19490404-4789,+45,+1-953-993-6607x5287,1949-04-04,True
Geir,Lie,Knudsenlunden 9,Elsehelle,6213,Norge,NO,19481220-1716,+47,49833368,1948-12-20,True
Lori,Mccoy,Curtis Grove 85129,Gilmoreville,05520,Danmark,DK,19811024-3698,+45,(602)689-4963,1981-10-24,True
Elin,Berge,Myhresvingen 01,Brekke,2768,Norge,NO,19550507-2663,+47,27 27 60 73,1955-05-07,True
Ella,Immonen,Malminkartanonbulevardi 856,Pyhäranta,51734,Finland,FI,19550120-347K,+358,027 516 4121,1955-01-20,True
Inger,Persson,Skogsgränd 154,Trelleborg,14119,Sverige,SE,19810310-2541,+46,007-29 70 88,1981-03-10,True
Shane,Rivera,Austin Plain 992,Chenside,76389,Danmark,DK,19810221-6102,+45,270.362.1109x921,1981-02-21,True
Evelina,Olofsson,Björktorget 354,Borlänge,29103,Sverige,SE,19740102-1634,+46,089-11 53 00,1974-01-02,True
Marjatta,Räsänen,Döbelninkuja 34,Juuka,82661,Finland,FI,19460514-833W,+358,071 233 6141,1946-05-14,True
Nils,Sjöberg,Aspvägen 045,Halmstad,10107,Sverige,SE,19920718-5783,+46,071-120 34 36,1992-07-18,True
Emma,Meyers,Kelly Port 573,New Sean,43807,Danmark,DK,20001031-1962,+45,317-929-2191x336,2000-10-31,True
Torill,Danielsen,Paulsenhøgda 3,Sigridborg,8265,Norge,NO,19850801-4275,+47,85 46 06 42,1985-08-01,True
Vidar,Berg,Solbergløkka 5,Nilseid,7903,Norge,NO,19590404-3376,+47,20 44 45 55,1959-04-04,True
Synnøve,Ahmed,Næsslia 29F,Madsen,5956,Norge,NO,19561024-9431,+47,+4730457007,1956-10-24,True
Peggy,Banks,Jordan Prairie 02458,East Kellie,90431,Danmark,DK,19550226-5778,+45,001-780-561-1017x6418,1955-02-26,True
Cynthia,Ortega,Veronica Mission 416,New Kathryn,89071,Danmark,DK,19801003-1366,+45,(427)977-9673,1980-10-03,True
Rune,Moe,Nygårdhagen 67A,Henriksen,2813,Norge,NO,19560819-8025,+47,+47 73 19 85 24,1956-08-19,True
Kjersti,Jenssen,Arnesenberget 43,Vildesand,4848,Norge,NO,19830216-1470,+47,44789531,1983-02-16,True
Bror,Gustavsson,Järnvägsgränd 65,Södertälje,45294,Sverige,SE,19441017-5575,+46,08-93 27 09,1944-10-17,True
James,Owens,Frank Overpass 525,South Mistybury,98554,Danmark,DK,19681218-9813,+45,3494525561,1968-12-18,True
Gudrun,Jonsson,Grangatan 607,Kristianstad,94649,Sverige,SE,19480606-6556,+46,+46 (0)8 777 680 64,1948-06-06,True
Anita,Sandvik,Isaksenlunden 28,Helenevik,3234,Norge,NO,19450102-2517,+47,04000967,1945-01-02,True
Andreas,Karlsen,Dahlgropa 047,Knutdal,0969,Norge,NO,19790624-9640,+47,95 66 32 39,1979-06-24,False
Andrea,Strand,Moenringen 07,Helland,1509,Norge,NO,19481117-4740,+47,+47 16 64 67 86,1948-11-17,True
Hans,Wahlström,Kyrkogatan 5,Stockholm,27560,Sverige,SE,19600401-7231,+46,+46 (0)06 56 36 86,1960-04-01,True
Erika,Pettersson,Ekstigen 08,Malmö,29725,Sverige,SE,19901012-3387,+46,+46 (0)05 17 00 58,1990-10-12,True
Inger,Karlsson,Gengränd 828,Sundsvall,68093,Sverige,SE,19890122-4523,+46,08-385 78 69,1989-01-22,True
Hans,Kristoffersen,Henriksenstranda 81,Haug,6939,Norge,NO,19510906-4405,+47,50951616,1951-09-06,True
Rune,Strøm,Dahlåsen 679,Simenvåg,7701,Norge,NO,19500310-0441,+47,+4779080357,1950-03-10,True
Renee,Lee,Lucas Grove 965,South Erikashire,77451,Danmark,DK,19730116-8151,+45,+1-272-426-4912x080,1973-01-16,True
Hanne,Tangen,Gundersenjordet 74,Bøe,3545,Norge,NO,19671027-2696,+47,91439297,1967-10-27,True
Elisabeth,Larsson,Skogsgatan 287,Kalmar,67061,Sverige,SE,19700228-5617,+46,08-393 592 57,1970-02-28,True
Mathias,Andersen,Andersenbakken 2,Tomberg,2015,Norge,NO,19850914-2300,+47,486 72 240,1985-09-14,True
Alexander,Hardy,Fox Oval 7035,Shannonbury,35037,Danmark,DK,19780918-6870,+45,+1-386-449-3319,1978-09-18,True
Rebecca,Bennett,Joshua Stream 466,Josephbury,76176,Danmark,DK,19671026-6241,+45,(227)281-4574x9514,1967-10-26,True
Karl,Johansson,Bäckvägen 72,Eskilstuna,78688,Sverige,SE,19950430-5857,+46,08-163 02 90,1995-04-30,True
William,Magnusson,Industrigatan 144,Skellefteå,38282,Sverige,SE,19950908-8583,+46,037-850 27 25,1995-09-08,True
Anne,Thorsen,Berghagen 727,Joakimnes,6983,Norge,NO,19560822-7183,+47,66000985,1956-08-22,True
Anna,Nilsson,Grangatan 35,Lidingö,14278,Sverige,SE,19850709-1254,+46,+46 (0)317 379 10,1985-07-09,True
Alf,Edvardsen,Martinsenrøa 096,Aas,5056,Norge,NO,19570428-4363,+47,481 02 484,1957-04-28,True
Göran,Englund,Åkergränd 373,Karlstad,47438,Sverige,SE,19680315-0957,+46,+46 (0)583 722 54,1968-03-15,True
Marit,Abrahamsen,Moeholtet 36,Eivindvær,7683,Norge,NO,19720223-3824,+47,29480721,1972-02-23,True
Anna,Sandström,Nygatan 90,Linköping,62685,Sverige,SE,19420520-3759,+46,08-024 78 29,1942-05-20,True
Øyvind,Eriksen,Hansenstykket 91C,Hauge,3449,Norge,NO,19700427-6626,+47,44709267,1970-04-27,True
Krista,Black,Hunter Mews 155,Longberg,83776,Danmark,DK,19491114-8608,+45,+1-625-275-0314,1949-11-14,True
Anders,Olsson,Järnvägsgatan 1,Örnsköldsvik,78544,Sverige,SE,19851122-3620,+46,090-74 76 06,1985-11-22,True
Karin,Ellingsen,Tveitstien 13,Nguyen,7350,Norge,NO,19870917-5750,+47,+4716203736,1987-09-17,True
Emil,Hagen,Eriksenløkka 1,Eide,5365,Norge,NO,19570803-2288,+47,+47 20 93 72 48,1957-08-03,True
Karin,Bergqvist,Backtorget 15,Lund,36960,Sverige,SE,19450311-8432,+46,+46 (0)8 646 218 48,1945-03-11,True
Per,Gustavsson,Industristigen 589,Ängelholm,49326,Sverige,SE,19940203-7497,+46,061-39 24 02,1994-02-03,True
Carrie,Clark,Walker Harbors 0912,Davidhaven,11517,Danmark,DK,19941010-7128,+45,757.235.3412,1994-10-10,True
Axel,Håkansson,Åkergränd 86,Skövde,16522,Sverige,SE,19570430-4385,+46,+46 (0)49 97 56 64,1957-04-30,True
Karoline,Solheim,Kristiansenmarka 24,Håvardfjord,6389,Norge,NO,19430220-3693,+47,473 97 070,1943-02-20,True
Kalle,Mikkonen,Gyldénintie 84,Kaavi,64269,Finland,FI,19990718-444H,+358,+358 50 5857502,1999-07-18,True
Kayla,Sanchez,Walker Canyon 33613,West Michele,75685,Danmark,DK,19900308-6664,+45,001-765-869-8802x56288,1990-03-08,True
Astrid,Nilsson,Trädgårdsgatan 121,Kristianstad,74397,Sverige,SE,19500906-2474,+46,078-840 46 51,1950-09-06,True
Elisabet,Johansson,Furugatan 73,Sundsvall,27597,Sverige,SE,19690528-0824,+46,0190-08 42 94,1969-05-28,True
Helena,Persson,Ekgränd 2,Uddevalla,53962,Sverige,SE,19930801-2108,+46,08-08 52 92,1993-08-01,True
Eila,Laaksonen,Dagmarinbulevardi 8,Naantali,64771,Finland,FI,19960202-2897,+358,0214501668,1996-02-02,True
Alicia,Ellis,Hensley Ford 976,New Richardberg,63126,Danmark,DK,19640128-6542,+45,(320)297-4090x72279,1964-01-28,True
Vilde,Aasen,Lundestranda 7,Lunde,7187,Norge,NO,19431226-8407,+47,90230640,1943-12-26,True
